user_age,user_location,device_type,ad_category,time_of_day,historical_ctr,clicked
28,USA,Mobile,Electronics,Night,0.0353,0
53,India,Mobile,Gaming,Afternoon,0.1488,0
41,Germany,Mobile,Electronics,Morning,0.0394,0
65,Germany,Mobile,Gaming,Afternoon,0.1348,0
27,Australia,Mobile,Education,Afternoon,0.0556,0
62,India,Mobile,Electronics,Evening,0.0316,0
47,Germany,Desktop,Electronics,Morning,0.0321,0
57,UK,Mobile,Education,Morning,0.0513,0
40,Germany,Mobile,Travel,Afternoon,0.0299,0
65,USA,Mobile,Travel,Morning,0.0377,0
59,Australia,Mobile,Electronics,Afternoon,0.0281,0
22,India,Mobile,Fashion,Afternoon,0.0202,0
50,USA,Tablet,Fashion,Night,0.0275,0
32,USA,Mobile,Travel,Night,0.0435,0
59,USA,Mobile,Finance,Evening,0.0997,0
58,USA,Mobile,Electronics,Night,0.0494,0
53,Australia,Mobile,Gaming,Night,0.1223,1
63,Australia,Tablet,Electronics,Morning,0.0325,0
38,India,Mobile,Gaming,Morning,0.155,1
35,Canada,Mobile,Gaming,Night,0.1175,0
50,Australia,Desktop,Finance,Morning,0.0805,0
51,India,Desktop,Travel,Night,0.0109,0
21,India,Mobile,Gaming,Morning,0.1427,0
40,USA,Mobile,Gaming,Afternoon,0.1512,0
46,Australia,Mobile,Finance,Afternoon,0.0851,0
48,USA,Mobile,Gaming,Afternoon,0.1325,0
57,USA,Mobile,Education,Afternoon,0.0555,1
43,USA,Mobile,Fashion,Night,0.0238,0
64,India,Desktop,Education,Evening,0.054,1
39,India,Desktop,Fashion,Night,0.0296,0
52,India,Desktop,Electronics,Morning,0.0348,0
39,USA,Tablet,Education,Afternoon,0.056,0
64,USA,Tablet,Fashion,Night,0.033,0
29,UK,Mobile,Electronics,Morning,0.0431,0
29,India,Mobile,Electronics,Night,0.0455,0
64,India,Desktop,Travel,Night,0.0305,0
26,Australia,Mobile,Education,Morning,0.0614,0
43,UK,Desktop,Fashion,Night,0.033,0
52,USA,Mobile,Gaming,Night,0.1528,0
57,USA,Tablet,Travel,Night,0.0196,0
28,India,Mobile,Finance,Night,0.0745,0
33,Australia,Mobile,Education,Morning,0.0624,0
36,Canada,Mobile,Fashion,Morning,0.0398,0
30,Germany,Desktop,Travel,Morning,0.0261,0
52,Australia,Desktop,Gaming,Afternoon,0.1112,0
52,India,Mobile,Finance,Night,0.0976,0
42,India,Mobile,Gaming,Night,0.1256,0
25,India,Desktop,Education,Evening,0.0611,0
25,Canada,Mobile,Fashion,Afternoon,0.0485,0
57,USA,Mobile,Travel,Evening,0.0327,0
49,Canada,Mobile,Education,Evening,0.0791,0
52,USA,Mobile,Fashion,Morning,0.0397,0
64,USA,Mobile,Finance,Morning,0.0982,0
60,Australia,Mobile,Fashion,Night,0.0252,0
60,UK,Tablet,Electronics,Night,0.0211,0
21,UK,Mobile,Electronics,Afternoon,0.0464,0
61,UK,Mobile,Electronics,Evening,0.0354,0
58,Australia,Desktop,Fashion,Morning,0.0233,0
53,USA,Mobile,Travel,Night,0.028,0
58,Germany,Mobile,Electronics,Afternoon,0.0434,0
39,Australia,Mobile,Fashion,Night,0.0378,0
46,India,Mobile,Travel,Morning,0.0246,0
43,Germany,Desktop,Finance,Evening,0.0782,0
35,USA,Desktop,Electronics,Afternoon,0.0162,0
32,UK,Desktop,Travel,Afternoon,0.0279,0
55,USA,Mobile,Fashion,Evening,0.0545,0
19,UK,Desktop,Fashion,Evening,0.0339,0
26,USA,Mobile,Education,Evening,0.0638,0
21,Canada,Mobile,Gaming,Morning,0.1527,0
46,India,Mobile,Fashion,Night,0.0303,0
59,UK,Mobile,Finance,Evening,0.0798,0
54,Australia,Mobile,Finance,Night,0.079,0
37,Australia,Mobile,Electronics,Night,0.0347,0
40,India,Mobile,Gaming,Night,0.1595,0
40,USA,Mobile,Travel,Morning,0.0218,0
41,UK,Desktop,Gaming,Night,0.1321,1
63,UK,Desktop,Education,Night,0.0603,0
21,USA,Mobile,Fashion,Afternoon,0.0328,0
38,UK,Desktop,Finance,Afternoon,0.0615,0
57,India,Desktop,Gaming,Afternoon,0.1431,0
36,USA,Mobile,Finance,Afternoon,0.1022,0
57,USA,Mobile,Education,Afternoon,0.0617,1
57,Germany,Mobile,Education,Night,0.0603,0
61,USA,Mobile,Travel,Evening,0.0299,0
50,Germany,Mobile,Finance,Morning,0.0744,0
35,Australia,Desktop,Gaming,Afternoon,0.1463,0
47,India,Mobile,Travel,Evening,0.0305,0
31,Canada,Mobile,Gaming,Afternoon,0.1397,1
36,UK,Desktop,Gaming,Night,0.1444,0
54,Germany,Desktop,Electronics,Night,0.0146,0
57,Germany,Desktop,Electronics,Evening,0.0409,0
18,India,Mobile,Electronics,Afternoon,0.0214,0
63,UK,Desktop,Fashion,Morning,0.0259,0
33,UK,Desktop,Education,Morning,0.0605,0
56,USA,Tablet,Gaming,Morning,0.1113,0
45,India,Mobile,Finance,Afternoon,0.0708,0
33,Canada,Desktop,Fashion,Afternoon,0.0197,0
62,USA,Mobile,Fashion,Evening,0.0409,0
21,Australia,Desktop,Travel,Night,0.0139,0
62,India,Desktop,Electronics,Afternoon,0.0348,0
48,Canada,Mobile,Electronics,Night,0.0486,0
50,Germany,Tablet,Electronics,Morning,0.0182,0
38,India,Desktop,Gaming,Night,0.1161,0
31,Germany,Desktop,Education,Night,0.0407,0
37,Australia,Mobile,Fashion,Night,0.0448,0
34,USA,Mobile,Electronics,Morning,0.0461,0
44,Germany,Mobile,Fashion,Morning,0.0335,0
36,Canada,Tablet,Electronics,Morning,0.0196,0
59,USA,Mobile,Finance,Morning,0.1059,0
28,Australia,Desktop,Finance,Evening,0.0885,0
63,USA,Mobile,Travel,Morning,0.0491,0
22,UK,Tablet,Travel,Evening,0.0229,0
35,Germany,Tablet,Fashion,Night,0.0136,0
32,Germany,Desktop,Education,Morning,0.0633,0
51,Canada,Desktop,Gaming,Morning,0.1474,1
42,Germany,Mobile,Education,Afternoon,0.075,0
56,India,Desktop,Gaming,Afternoon,0.1443,0
51,Germany,Tablet,Travel,Afternoon,0.0277,0
21,Australia,Desktop,Education,Evening,0.0504,0
21,Canada,Desktop,Travel,Night,0.0253,0
36,India,Mobile,Fashion,Afternoon,0.0363,0
42,USA,Desktop,Fashion,Evening,0.0184,0
39,Australia,Mobile,Finance,Night,0.0803,0
64,USA,Mobile,Gaming,Evening,0.1446,0
53,Australia,Mobile,Gaming,Evening,0.1337,0
27,India,Tablet,Gaming,Night,0.1341,0
18,India,Desktop,Finance,Morning,0.0658,0
26,UK,Mobile,Electronics,Night,0.0356,0
23,Australia,Mobile,Gaming,Night,0.1489,0
31,India,Desktop,Travel,Morning,0.0253,0
21,Germany,Desktop,Education,Morning,0.0489,0
57,Australia,Mobile,Gaming,Afternoon,0.1193,0
52,UK,Tablet,Fashion,Night,0.0176,0
55,UK,Mobile,Education,Evening,0.0695,0
48,USA,Mobile,Fashion,Evening,0.0491,0
27,UK,Desktop,Finance,Night,0.0939,0
21,UK,Tablet,Finance,Evening,0.1018,1
60,Canada,Mobile,Electronics,Morning,0.0426,0
59,India,Mobile,Education,Night,0.076,0
55,Germany,Desktop,Fashion,Evening,0.0186,0
27,USA,Desktop,Fashion,Night,0.0135,0
40,India,Mobile,Electronics,Evening,0.03,0
49,Germany,Mobile,Education,Afternoon,0.0506,0
51,USA,Tablet,Education,Afternoon,0.059,1
54,USA,Mobile,Gaming,Night,0.1168,0
44,UK,Mobile,Gaming,Morning,0.1459,0
25,USA,Desktop,Travel,Night,0.0157,0
35,India,Mobile,Education,Morning,0.0703,0
57,India,Desktop,Gaming,Evening,0.1106,0
49,Australia,Mobile,Education,Night,0.0725,0
40,Australia,Desktop,Electronics,Morning,0.014,0
21,India,Desktop,Gaming,Night,0.1277,0
55,India,Mobile,Finance,Morning,0.1041,0
19,India,Mobile,Finance,Morning,0.0945,1
62,UK,Desktop,Fashion,Afternoon,0.0236,0
20,Australia,Mobile,Finance,Afternoon,0.0717,0
24,India,Mobile,Education,Night,0.0721,0
18,UK,Mobile,Education,Morning,0.0623,0
37,USA,Mobile,Education,Morning,0.051,0
49,India,Mobile,Education,Evening,0.0764,0
50,India,Mobile,Travel,Afternoon,0.0296,0
39,Canada,Mobile,Electronics,Morning,0.0476,0
18,India,Mobile,Travel,Afternoon,0.0241,0
61,India,Desktop,Electronics,Evening,0.0371,0
42,Germany,Mobile,Education,Afternoon,0.0525,0
28,USA,Mobile,Fashion,Night,0.0368,0
56,Australia,Desktop,Education,Afternoon,0.0651,0
37,Germany,Tablet,Finance,Night,0.0715,0
46,UK,Mobile,Electronics,Night,0.0267,0
28,India,Mobile,Electronics,Afternoon,0.0417,0
34,India,Mobile,Electronics,Morning,0.0268,0
52,USA,Mobile,Education,Afternoon,0.0748,0
50,Australia,Desktop,Fashion,Evening,0.0253,0
36,India,Desktop,Travel,Night,0.0217,0
51,India,Mobile,Electronics,Morning,0.0204,0
56,Canada,Mobile,Education,Night,0.0714,0
39,USA,Mobile,Travel,Afternoon,0.0232,0
61,USA,Mobile,Education,Morning,0.0712,0
65,Germany,Mobile,Finance,Afternoon,0.107,0
59,India,Desktop,Electronics,Morning,0.0338,0
57,India,Tablet,Finance,Morning,0.0713,0
56,India,Tablet,Education,Evening,0.0634,0
65,USA,Mobile,Education,Morning,0.0679,0
47,USA,Desktop,Gaming,Afternoon,0.1497,0
55,India,Mobile,Finance,Morning,0.0918,0
38,Canada,Mobile,Travel,Night,0.0298,0
43,UK,Mobile,Fashion,Afternoon,0.0329,0
64,Australia,Tablet,Gaming,Morning,0.1111,0
47,USA,Tablet,Gaming,Night,0.1027,0
21,India,Desktop,Finance,Night,0.0698,0
64,Germany,Tablet,Gaming,Evening,0.1408,0
22,India,Desktop,Travel,Afternoon,0.0298,0
52,Canada,Desktop,Gaming,Night,0.1424,0
35,India,Mobile,Fashion,Afternoon,0.0264,0
28,Germany,Mobile,Travel,Morning,0.0279,0
32,UK,Desktop,Education,Morning,0.0507,0
24,India,Desktop,Electronics,Morning,0.0373,0
38,India,Desktop,Finance,Morning,0.0871,0
26,UK,Mobile,Finance,Afternoon,0.1041,0
56,India,Desktop,Gaming,Morning,0.104,1
63,India,Tablet,Travel,Afternoon,0.0393,0
33,Australia,Mobile,Fashion,Evening,0.0533,0
63,India,Mobile,Fashion,Morning,0.0337,0
39,UK,Mobile,Gaming,Evening,0.1314,0
33,UK,Mobile,Gaming,Night,0.1205,0
50,UK,Mobile,Fashion,Evening,0.0396,0
21,Australia,Mobile,Fashion,Morning,0.0213,0
60,Australia,Mobile,Electronics,Evening,0.0323,0
32,India,Desktop,Electronics,Afternoon,0.0387,0
37,India,Desktop,Finance,Evening,0.0847,1
30,India,Desktop,Electronics,Morning,0.0177,0
36,Germany,Tablet,Travel,Evening,0.0195,0
46,UK,Mobile,Fashion,Evening,0.0353,0
34,UK,Desktop,Travel,Afternoon,0.0167,0
41,India,Mobile,Gaming,Afternoon,0.1136,1
32,UK,Desktop,Travel,Night,0.0252,0
54,Canada,Mobile,Education,Morning,0.0694,0
52,Germany,Desktop,Travel,Night,0.0258,0
20,India,Desktop,Education,Morning,0.0467,0
38,India,Mobile,Finance,Night,0.0816,0
40,USA,Mobile,Education,Evening,0.0804,0
52,India,Mobile,Fashion,Afternoon,0.0492,0
53,India,Tablet,Education,Night,0.0671,0
58,Canada,Desktop,Electronics,Night,0.0262,0
58,India,Mobile,Travel,Evening,0.0325,0
55,UK,Tablet,Travel,Morning,0.0388,0
28,India,Mobile,Electronics,Afternoon,0.0388,0
31,UK,Desktop,Finance,Afternoon,0.0617,1
45,USA,Mobile,Travel,Morning,0.0493,0
65,Australia,Mobile,Fashion,Evening,0.0469,0
49,India,Desktop,Travel,Night,0.013,0
21,India,Mobile,Education,Afternoon,0.0536,0
25,India,Mobile,Gaming,Evening,0.1359,0
58,India,Tablet,Gaming,Afternoon,0.1411,0
26,India,Mobile,Travel,Afternoon,0.0425,0
54,India,Mobile,Gaming,Evening,0.146,1
21,Canada,Mobile,Electronics,Evening,0.034,0
34,Canada,Desktop,Fashion,Night,0.0226,0
41,USA,Desktop,Travel,Night,0.0138,0
20,Canada,Desktop,Electronics,Night,0.0123,0
52,UK,Mobile,Electronics,Morning,0.0367,0
33,India,Mobile,Education,Evening,0.0756,0
61,India,Mobile,Finance,Morning,0.0835,0
50,Germany,Mobile,Education,Morning,0.0555,0
20,Australia,Mobile,Electronics,Night,0.023,0
56,USA,Mobile,Finance,Afternoon,0.0909,0
64,USA,Desktop,Travel,Morning,0.0331,0
49,Australia,Desktop,Gaming,Morning,0.139,0
52,India,Desktop,Fashion,Afternoon,0.0263,0
19,USA,Mobile,Gaming,Morning,0.1429,0
42,USA,Mobile,Travel,Evening,0.044,0
19,UK,Mobile,Fashion,Night,0.0294,0
46,Australia,Mobile,Education,Morning,0.0715,0
44,Germany,Mobile,Travel,Morning,0.0252,0
61,India,Mobile,Education,Evening,0.0796,0
52,Germany,Desktop,Travel,Evening,0.0423,0
50,USA,Mobile,Gaming,Evening,0.1203,0
65,Germany,Mobile,Travel,Afternoon,0.0254,0
48,Australia,Mobile,Travel,Night,0.0349,0
31,India,Mobile,Education,Evening,0.0762,0
32,India,Desktop,Fashion,Morning,0.0254,0
48,India,Mobile,Electronics,Afternoon,0.047,0
54,USA,Desktop,Education,Evening,0.0693,0
32,India,Desktop,Finance,Afternoon,0.0776,0
57,Germany,Mobile,Fashion,Evening,0.0511,0
36,Canada,Mobile,Travel,Afternoon,0.0265,0
43,UK,Mobile,Electronics,Evening,0.0398,0
22,USA,Tablet,Finance,Morning,0.0807,0
23,Australia,Mobile,Finance,Night,0.0926,0
45,India,Desktop,Finance,Afternoon,0.0863,0
39,Germany,Mobile,Education,Morning,0.0763,1
28,USA,Mobile,Finance,Evening,0.111,0
22,Australia,Mobile,Gaming,Afternoon,0.151,0
24,India,Mobile,Fashion,Evening,0.043,0
37,UK,Desktop,Gaming,Afternoon,0.1018,0
39,UK,Desktop,Finance,Evening,0.085,0
59,Canada,Mobile,Fashion,Morning,0.0214,0
61,USA,Desktop,Gaming,Night,0.1139,0
52,USA,Mobile,Fashion,Night,0.0401,0
29,UK,Desktop,Finance,Night,0.0608,0
22,Australia,Desktop,Electronics,Afternoon,0.0266,0
26,India,Mobile,Electronics,Afternoon,0.0441,0
39,India,Desktop,Gaming,Afternoon,0.1019,0
30,UK,Tablet,Electronics,Evening,0.0294,0
19,USA,Mobile,Electronics,Morning,0.0354,0
35,UK,Mobile,Education,Evening,0.0632,0
50,Australia,Mobile,Finance,Evening,0.0792,1
55,India,Desktop,Gaming,Afternoon,0.1445,1
62,India,Mobile,Gaming,Evening,0.1518,0
58,Canada,Mobile,Education,Morning,0.0684,0
43,India,Mobile,Travel,Afternoon,0.0262,0
29,Canada,Mobile,Fashion,Evening,0.0424,0
55,India,Desktop,Finance,Evening,0.0729,0
63,USA,Mobile,Finance,Evening,0.0896,0
31,India,Mobile,Electronics,Morning,0.0319,0
49,Australia,Mobile,Travel,Morning,0.0362,0
27,Germany,Mobile,Gaming,Night,0.1313,0
33,USA,Desktop,Education,Evening,0.0541,0
44,USA,Mobile,Education,Evening,0.0593,0
50,India,Desktop,Travel,Night,0.0294,1
35,India,Mobile,Gaming,Afternoon,0.1353,0
37,USA,Mobile,Fashion,Evening,0.051,0
45,UK,Mobile,Fashion,Morning,0.0428,0
25,Australia,Desktop,Finance,Morning,0.0826,0
21,India,Tablet,Gaming,Afternoon,0.1376,0
23,India,Mobile,Fashion,Evening,0.0299,0
49,Canada,Mobile,Travel,Morning,0.0227,0
30,India,Mobile,Finance,Night,0.0975,0
62,UK,Desktop,Finance,Night,0.0928,0
48,Australia,Mobile,Education,Morning,0.0583,0
54,USA,Mobile,Fashion,Afternoon,0.0253,0
43,India,Desktop,Electronics,Night,0.0237,0
45,India,Mobile,Fashion,Afternoon,0.0241,0
18,India,Mobile,Gaming,Morning,0.1357,0
55,India,Desktop,Travel,Afternoon,0.0134,0
60,Canada,Desktop,Gaming,Morning,0.1064,0
64,USA,Mobile,Education,Night,0.0677,0
37,Germany,Desktop,Education,Night,0.0577,0
52,India,Mobile,Electronics,Night,0.0284,0
49,USA,Mobile,Finance,Night,0.0879,0
60,Australia,Mobile,Electronics,Evening,0.0513,0
33,Canada,Mobile,Education,Morning,0.0659,0
39,USA,Mobile,Travel,Night,0.0366,0
63,UK,Tablet,Finance,Night,0.0995,0
50,USA,Mobile,Travel,Night,0.0382,0
30,India,Tablet,Travel,Evening,0.0309,0
54,USA,Mobile,Travel,Afternoon,0.0201,0
64,Germany,Desktop,Travel,Evening,0.0289,0
65,Canada,Mobile,Gaming,Night,0.1235,0
46,USA,Mobile,Education,Morning,0.072,1
43,India,Mobile,Fashion,Afternoon,0.0499,0
64,India,Tablet,Education,Night,0.0526,0
55,UK,Desktop,Gaming,Night,0.1168,0
57,India,Mobile,Fashion,Morning,0.027,0
26,Canada,Mobile,Fashion,Night,0.0445,0
43,Germany,Mobile,Education,Night,0.0769,0
34,Germany,Mobile,Finance,Afternoon,0.0973,1
39,UK,Desktop,Education,Evening,0.0644,0
30,India,Desktop,Electronics,Evening,0.0364,0
39,UK,Tablet,Travel,Afternoon,0.0128,0
58,USA,Desktop,Education,Morning,0.062,0
57,UK,Desktop,Electronics,Evening,0.0419,1
56,USA,Mobile,Gaming,Morning,0.1114,0
53,India,Mobile,Fashion,Morning,0.0203,1
25,India,Tablet,Fashion,Morning,0.035,0
26,Germany,Desktop,Fashion,Afternoon,0.0192,0
38,Germany,Mobile,Fashion,Morning,0.0224,0
22,Canada,Mobile,Electronics,Evening,0.0545,1
59,India,Desktop,Education,Evening,0.046,0
20,India,Mobile,Travel,Afternoon,0.0496,0
52,UK,Mobile,Finance,Evening,0.1013,0
47,USA,Mobile,Electronics,Evening,0.0547,0
26,USA,Mobile,Electronics,Morning,0.0349,0
35,India,Mobile,Gaming,Night,0.1532,0
49,Germany,Mobile,Fashion,Morning,0.0407,0
61,UK,Desktop,Gaming,Morning,0.1057,0
47,Germany,Desktop,Finance,Morning,0.0943,0
64,Canada,Mobile,Fashion,Night,0.0235,0
18,USA,Mobile,Fashion,Night,0.0245,0
38,Australia,Mobile,Travel,Morning,0.0337,0
23,USA,Mobile,Travel,Morning,0.0304,0
50,India,Mobile,Fashion,Evening,0.05,0
18,Germany,Mobile,Education,Evening,0.0711,0
48,USA,Mobile,Fashion,Night,0.0448,0
29,Australia,Mobile,Fashion,Evening,0.0387,1
59,UK,Mobile,Finance,Evening,0.0819,0
55,UK,Mobile,Travel,Afternoon,0.0411,0
35,Australia,Mobile,Travel,Night,0.0486,0
51,Australia,Desktop,Fashion,Night,0.0365,0
46,UK,Mobile,Travel,Afternoon,0.0223,0
48,India,Tablet,Finance,Afternoon,0.0769,0
33,India,Mobile,Electronics,Night,0.0452,0
63,USA,Mobile,Travel,Morning,0.0368,1
26,UK,Mobile,Finance,Morning,0.0852,0
43,USA,Mobile,Finance,Night,0.0857,0
25,India,Mobile,Gaming,Evening,0.1252,0
19,India,Desktop,Gaming,Morning,0.1364,0
56,USA,Mobile,Fashion,Afternoon,0.0357,0
59,USA,Mobile,Electronics,Evening,0.0375,0
48,USA,Desktop,Travel,Night,0.0168,0
37,Australia,Mobile,Electronics,Evening,0.0493,0
25,India,Mobile,Electronics,Afternoon,0.0399,0
24,India,Mobile,Electronics,Afternoon,0.0401,0
31,UK,Mobile,Fashion,Night,0.0257,0
56,USA,Mobile,Travel,Night,0.0223,0
22,USA,Desktop,Gaming,Morning,0.117,0
49,Germany,Mobile,Travel,Afternoon,0.0436,0
32,Australia,Mobile,Education,Evening,0.0816,1
44,Australia,Mobile,Education,Night,0.078,0
37,USA,Mobile,Education,Afternoon,0.0513,0
53,UK,Mobile,Electronics,Afternoon,0.0298,0
50,UK,Desktop,Gaming,Afternoon,0.1381,0
18,Germany,Mobile,Travel,Night,0.0333,0
61,UK,Mobile,Travel,Morning,0.0409,0
51,India,Mobile,Travel,Night,0.0223,0
47,USA,Mobile,Gaming,Evening,0.1287,0
45,Australia,Mobile,Education,Evening,0.0613,0
25,UK,Mobile,Electronics,Night,0.0497,0
22,USA,Desktop,Finance,Evening,0.1018,1
27,India,Tablet,Gaming,Night,0.1175,0
47,India,Mobile,Fashion,Morning,0.0397,0
30,Australia,Mobile,Gaming,Night,0.148,0
24,Canada,Desktop,Education,Night,0.044,1
50,India,Mobile,Electronics,Afternoon,0.0289,0
21,India,Desktop,Finance,Afternoon,0.084,0
19,Germany,Tablet,Travel,Evening,0.0258,0
47,Australia,Desktop,Education,Night,0.0417,0
45,UK,Mobile,Fashion,Morning,0.0455,0
29,India,Mobile,Gaming,Afternoon,0.1294,1
52,India,Mobile,Travel,Afternoon,0.0254,0
26,Germany,Mobile,Education,Night,0.073,0
43,India,Mobile,Education,Evening,0.0724,0
62,Australia,Mobile,Finance,Morning,0.0926,0
25,India,Mobile,Education,Night,0.0569,0
49,Canada,Mobile,Education,Evening,0.0627,0
24,India,Desktop,Travel,Morning,0.0197,0
49,USA,Mobile,Fashion,Night,0.0232,0
31,UK,Desktop,Gaming,Evening,0.1227,0
59,UK,Desktop,Gaming,Morning,0.1321,0
32,USA,Mobile,Fashion,Evening,0.0251,0
27,India,Tablet,Travel,Evening,0.0257,0
51,USA,Mobile,Education,Night,0.0614,0
64,Germany,Mobile,Finance,Night,0.1088,0
31,India,Tablet,Gaming,Afternoon,0.1133,0
25,India,Desktop,Gaming,Afternoon,0.1172,0
42,UK,Mobile,Education,Morning,0.0594,0
19,Australia,Mobile,Finance,Night,0.0903,0
28,UK,Mobile,Fashion,Evening,0.0476,1
26,India,Mobile,Electronics,Evening,0.0536,0
33,Australia,Mobile,Gaming,Afternoon,0.1424,0
18,Australia,Desktop,Education,Morning,0.0698,0
26,USA,Mobile,Education,Night,0.0543,1
30,India,Mobile,Travel,Evening,0.0327,0
42,USA,Mobile,Fashion,Night,0.0441,0
50,India,Mobile,Travel,Afternoon,0.0267,0
65,India,Desktop,Gaming,Afternoon,0.1334,0
47,Germany,Mobile,Finance,Morning,0.0905,0
20,India,Mobile,Finance,Morning,0.0962,0
64,USA,Mobile,Electronics,Morning,0.0426,0
29,Canada,Desktop,Education,Evening,0.0494,0
49,UK,Desktop,Gaming,Morning,0.1134,0
53,UK,Mobile,Fashion,Evening,0.0508,0
42,USA,Desktop,Education,Evening,0.0727,0
23,Canada,Desktop,Travel,Evening,0.0283,0
27,USA,Mobile,Electronics,Evening,0.0373,0
30,Australia,Mobile,Travel,Afternoon,0.0367,0
63,USA,Mobile,Finance,Afternoon,0.0889,0
55,Australia,Mobile,Electronics,Morning,0.042,0
38,Australia,Mobile,Gaming,Night,0.1126,0
44,USA,Mobile,Travel,Morning,0.0205,0
38,India,Desktop,Electronics,Night,0.0285,0
58,USA,Desktop,Finance,Morning,0.0614,0
31,India,Desktop,Finance,Morning,0.0684,0
55,Canada,Mobile,Travel,Afternoon,0.0367,0
63,UK,Mobile,Education,Evening,0.0811,0
48,USA,Mobile,Travel,Morning,0.0298,0
20,Germany,Mobile,Education,Morning,0.0653,0
44,Canada,Desktop,Electronics,Morning,0.0315,0
42,UK,Mobile,Finance,Evening,0.0866,0
24,India,Desktop,Electronics,Afternoon,0.0372,0
45,Australia,Mobile,Fashion,Morning,0.0288,0
34,Australia,Mobile,Electronics,Morning,0.0486,1
61,Germany,Mobile,Fashion,Morning,0.0365,0
64,India,Mobile,Finance,Morning,0.0745,0
32,India,Mobile,Education,Afternoon,0.0598,0
31,USA,Mobile,Education,Evening,0.0829,0
25,USA,Mobile,Travel,Afternoon,0.025,0
27,USA,Desktop,Finance,Night,0.0971,0
53,USA,Mobile,Electronics,Evening,0.0509,0
34,UK,Desktop,Fashion,Morning,0.0233,0
28,USA,Desktop,Education,Morning,0.0478,0
34,Germany,Desktop,Travel,Morning,0.0193,0
47,UK,Desktop,Finance,Night,0.0983,0
47,UK,Mobile,Education,Morning,0.0627,0
42,India,Tablet,Fashion,Afternoon,0.0355,0
49,India,Mobile,Finance,Evening,0.0845,0
29,India,Desktop,Education,Evening,0.0745,0
19,India,Desktop,Education,Afternoon,0.0697,0
26,Germany,Tablet,Education,Afternoon,0.0513,0
18,USA,Tablet,Electronics,Evening,0.0365,0
23,India,Mobile,Fashion,Evening,0.0435,0
23,UK,Desktop,Fashion,Night,0.0321,0
46,USA,Mobile,Education,Afternoon,0.0566,0
42,Canada,Desktop,Gaming,Morning,0.1088,0
25,India,Desktop,Finance,Evening,0.0873,1
51,UK,Desktop,Fashion,Afternoon,0.0182,0
20,Australia,Mobile,Gaming,Evening,0.1473,0
28,India,Mobile,Travel,Afternoon,0.0215,0
40,India,Mobile,Fashion,Evening,0.0461,0
59,USA,Mobile,Finance,Afternoon,0.0829,0
31,USA,Tablet,Electronics,Morning,0.0391,0
59,India,Desktop,Finance,Night,0.0623,0
44,Australia,Mobile,Fashion,Morning,0.034,0
51,Germany,Mobile,Electronics,Night,0.039,0
28,UK,Desktop,Electronics,Afternoon,0.0123,0
56,Germany,Tablet,Electronics,Morning,0.0241,0
41,USA,Tablet,Travel,Night,0.018,0
25,India,Tablet,Education,Morning,0.0642,0
48,Canada,Desktop,Electronics,Afternoon,0.0381,0
35,UK,Mobile,Education,Afternoon,0.068,0
27,India,Desktop,Education,Afternoon,0.0471,0
24,USA,Mobile,Electronics,Afternoon,0.035,0
34,Germany,Desktop,Education,Night,0.067,0
25,UK,Mobile,Electronics,Night,0.034,0
33,Germany,Mobile,Finance,Afternoon,0.0823,0
33,UK,Mobile,Travel,Evening,0.0548,0
38,USA,Desktop,Travel,Night,0.0379,0
30,USA,Desktop,Fashion,Night,0.0229,0
48,USA,Mobile,Electronics,Evening,0.0516,0
37,USA,Mobile,Education,Afternoon,0.0615,0
41,Australia,Mobile,Electronics,Morning,0.0272,0
62,USA,Desktop,Electronics,Morning,0.0356,1
35,India,Mobile,Travel,Afternoon,0.0329,0
62,USA,Mobile,Finance,Night,0.1071,0
45,USA,Desktop,Education,Afternoon,0.0605,0
60,Canada,Desktop,Finance,Afternoon,0.0936,0
44,India,Mobile,Fashion,Morning,0.034,0
50,USA,Mobile,Fashion,Afternoon,0.0396,0
61,India,Mobile,Travel,Morning,0.0486,0
39,USA,Mobile,Finance,Evening,0.101,0
31,India,Mobile,Travel,Morning,0.0392,0
24,UK,Mobile,Fashion,Evening,0.05,0
45,India,Desktop,Fashion,Night,0.0394,0
57,Australia,Desktop,Electronics,Evening,0.0312,0
56,India,Tablet,Fashion,Morning,0.0284,0
55,USA,Mobile,Electronics,Afternoon,0.0465,0
61,UK,Mobile,Finance,Afternoon,0.1095,0
24,Canada,Mobile,Electronics,Evening,0.0335,0
50,USA,Mobile,Finance,Afternoon,0.0821,0
26,Canada,Mobile,Travel,Night,0.0356,0
44,India,Mobile,Finance,Afternoon,0.0858,0
56,UK,Tablet,Fashion,Night,0.0269,0
32,USA,Desktop,Fashion,Morning,0.0343,0
27,India,Mobile,Education,Afternoon,0.0747,0
60,UK,Mobile,Electronics,Night,0.0411,0
19,USA,Desktop,Gaming,Evening,0.1261,0
38,Canada,Mobile,Gaming,Morning,0.1215,0
57,USA,Mobile,Finance,Evening,0.1136,0
48,Canada,Mobile,Electronics,Evening,0.0332,0
40,UK,Tablet,Electronics,Evening,0.0216,0
40,Canada,Desktop,Finance,Morning,0.0649,0
30,India,Tablet,Fashion,Evening,0.0218,0
51,UK,Desktop,Finance,Evening,0.0921,0
43,India,Mobile,Finance,Night,0.0889,0
61,USA,Mobile,Travel,Evening,0.0419,0
53,Australia,Tablet,Education,Night,0.042,0
32,Canada,Mobile,Electronics,Evening,0.041,0
30,USA,Mobile,Gaming,Morning,0.1116,0
